Geneid	GeneName	GeneType	ESC_Day0_rep1	ESC_Day0_rep2	PreNCC_Day3_rep1	PreNCC_Day3_rep2	NCC_Day5_rep1	NCC_Day5_rep2
ENSG00000230626.5	ENSG00000230626	transcribed_processed_pseudogene	1	9	2	2	4	6
ENSG00000158457.6	TSPAN33	protein_coding	1362	1229	2242	1363	1497	878
ENSG00000200629.1	RNY1P11	misc_RNA	0	2	4	3	2	2
ENSG00000128602.11	SMO	protein_coding	3571	3245	6552	6736	8315	5284
ENSG00000243230.1	ENSG00000243230	lncRNA	0	0	0	0	0	0
ENSG00000158467.17	AHCYL2	protein_coding	2073	2027	2231	1824	3762	3253
ENSG00000286722.1	ENSG00000286722	lncRNA	1	0	0	1	2	1
ENSG00000238072.1	CDC26P1	processed_pseudogene	2	6	10	3	0	4
ENSG00000128578.10	STRIP2	protein_coding	594	634	1125	831	954	651
ENSG00000239919.1	SNRPGP3	processed_pseudogene	0	0	3	1	2	1
ENSG00000199846.1	RNU1-72P	snRNA	10	3	5	12	10	5
ENSG00000240204.3	SMKR1	protein_coding	9	14	36	24	75	24
ENSG00000273329.2	ENSG00000273329	lncRNA	110	139	330	227	573	391
ENSG00000106459.15	NRF1	protein_coding	1031	1068	1589	1350	1599	949
ENSG00000288881.1	ENSG00000288881	lncRNA	0	2	3	2	2	2
ENSG00000212238.1	RNA5SP244	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000286380.1	ENSG00000286380	lncRNA	0	5	2	1	0	0
ENSG00000207990.3	MIR182	miRNA	0	0	0	0	0	0
ENSG00000199158.1	MIR96	miRNA	0	0	0	0	0	0
ENSG00000207691.1	MIR183	miRNA	0	0	0	0	0	0
ENSG00000242078.1	ENSG00000242078	lncRNA	0	0	0	0	0	0
ENSG00000186591.13	UBE2H	protein_coding	4734	4910	5024	3607	8759	7491
ENSG00000244036.3	UBE2H-DT	lncRNA	2	1	0	0	1	1
ENSG00000199516.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000091732.17	ZC3HC1	protein_coding	1281	1282	2226	1433	2083	1069
ENSG00000201109.1	RNA5SP245	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000128607.14	KLHDC10	protein_coding	1244	1419	1855	1853	2994	2009
ENSG00000229196.4	LINC03008	lncRNA	0	0	1	1	4	0
ENSG00000146842.17	TMEM209	protein_coding	1190	1183	2186	2657	2572	2169
ENSG00000240571.1	ENSG00000240571	lncRNA	0	0	0	0	0	0
ENSG00000165120.5	SSMEM1	protein_coding	0	0	0	0	0	0
ENSG00000270992.1	ENSG00000270992	processed_pseudogene	0	0	0	0	0	0
ENSG00000158516.12	CPA2	protein_coding	6	9	29	29	17	26
ENSG00000128510.12	CPA4	protein_coding	0	3	10	7	23	21
ENSG00000158525.16	CPA5	protein_coding	4	2	18	12	0	4
ENSG00000091704.10	CPA1	protein_coding	0	1	2	0	5	3
ENSG00000106477.20	CEP41	protein_coding	566	606	927	880	1200	897
ENSG00000259920.1	ENSG00000259920	lncRNA	3	1	4	4	6	14
ENSG00000272701.3	MESTIT1	lncRNA	12	14	19	8	21	17
ENSG00000106484.16	MEST	protein_coding	10382	12681	13098	11023	15466	12050
ENSG00000277269.1	ENSG00000277269	misc_RNA	0	0	0	2	1	1
ENSG00000278055.1	ENSG00000278055	misc_RNA	1	0	1	1	2	3
ENSG00000274500.1	ENSG00000274500	misc_RNA	1	1	2	2	0	0
ENSG00000270823.1	ENSG00000270823	lncRNA	3	0	7	8	1	2
ENSG00000199043.1	MIR335	miRNA	0	1	0	0	0	0
ENSG00000158623.14	COPG2	protein_coding	4253	4815	7966	7655	9501	5508
ENSG00000270953.1	ENSG00000270953	lncRNA	17	16	13	20	33	40
ENSG00000286214.1	COPG2IT1	lncRNA	91	106	251	219	433	793
ENSG00000239021.1	RNA5SP246	rRNA_pseudogene	0	0	0	1	0	0
ENSG00000226045.1	ENSG00000226045	processed_pseudogene	1	1	1	3	2	1
ENSG00000213265.9	TSGA13	protein_coding	0	0	0	0	0	0
ENSG00000287547.1	ENSG00000287547	lncRNA	1	0	0	0	0	1
ENSG00000266265.4	KLF14	protein_coding	0	0	0	0	0	3
ENSG00000271522.1	ENSG00000271522	lncRNA	0	0	0	0	0	0
ENSG00000231721.8	LINC-PINT	lncRNA	78	73	29	15	47	23
ENSG00000229858.2	ENSG00000229858	processed_pseudogene	0	0	0	0	0	0
ENSG00000240680.1	H4P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000232716.2	ENSG00000232716	processed_pseudogene	0	0	0	0	0	0
ENSG00000233559.2	LINC00513	lncRNA	0	0	0	2	2	0
ENSG00000284032.1	MIR29A	miRNA	0	0	0	0	0	0
ENSG00000283797.1	MIR29B1	miRNA	0	0	0	0	0	0
ENSG00000271204.1	ENSG00000271204	lncRNA	2	0	0	1	0	0
ENSG00000273319.1	ENSG00000273319	lncRNA	0	0	0	0	0	0
ENSG00000199627.1	RNU6-1010P	snRNA	0	0	0	0	0	0
ENSG00000128585.18	MKLN1	protein_coding	3043	3961	3621	4215	5264	4526
ENSG00000233287.1	ENSG00000233287	processed_pseudogene	0	0	1	0	3	1
ENSG00000236753.7	MKLN1-AS	lncRNA	177	132	136	102	173	141
ENSG00000273489.1	ENSG00000273489	lncRNA	26	67	54	90	6	3
ENSG00000128567.17	PODXL	protein_coding	58811	53166	45526	91069	7883	8554
ENSG00000224545.1	ENSG00000224545	processed_pseudogene	0	0	1	0	0	1
ENSG00000213261.3	EEF1B2P6	processed_pseudogene	8	14	15	15	15	7
ENSG00000236238.2	ENSG00000236238	processed_pseudogene	0	1	0	0	0	0
ENSG00000236395.1	ENSG00000236395	processed_pseudogene	0	0	0	0	0	0
ENSG00000236281.1	NDUFB9P2	processed_pseudogene	2	3	1	2	2	0
ENSG00000233263.1	CAPZA1P4	processed_pseudogene	0	0	0	0	0	0
ENSG00000236386.1	ENSG00000236386	processed_pseudogene	0	0	0	0	0	0
ENSG00000224865.8	ENSG00000224865	lncRNA	0	0	0	0	0	0
ENSG00000229532.1	ENSG00000229532	processed_pseudogene	0	0	0	0	0	0
ENSG00000221866.10	PLXNA4	protein_coding	72	62	84	297	48	170
ENSG00000225144.2	ENSG00000225144	lncRNA	0	0	0	0	0	0
ENSG00000223436.1	ENSG00000223436	lncRNA	0	0	0	0	0	0
ENSG00000183470.9	FLJ40288	lncRNA	0	0	0	0	0	0
ENSG00000201009.1	ENSG00000201009	snoRNA	0	0	0	0	0	0
ENSG00000225881.2	ENSG00000225881	lncRNA	0	0	0	0	0	0
ENSG00000106554.13	CHCHD3	protein_coding	5068	5061	5041	4470	5257	2434
ENSG00000227197.1	ENSG00000227197	lncRNA	0	0	0	0	0	0
ENSG00000283041.1	ENSG00000283041	processed_pseudogene	56	121	128	188	160	139
ENSG00000284135.1	MIR3654	miRNA	0	0	0	0	0	0
ENSG00000272393.1	RNU6-92P	snRNA	0	0	0	0	0	0
ENSG00000237821.1	ST13P7	processed_pseudogene	0	6	3	2	5	6
ENSG00000131558.15	EXOC4	protein_coding	3663	3621	4226	4266	5756	3708
ENSG00000276137.1	MIR6133	miRNA	0	0	0	0	0	0
ENSG00000235429.1	ENSG00000235429	processed_pseudogene	0	0	0	0	0	0
ENSG00000235967.1	COX5BP3	processed_pseudogene	0	0	0	0	0	0
ENSG00000226205.1	RPS3AP27	processed_pseudogene	0	0	0	0	0	0
ENSG00000155530.4	LRGUK	protein_coding	233	257	105	108	87	59
ENSG00000231098.1	ENSG00000231098	lncRNA	3	0	3	0	2	1
ENSG00000205060.11	SLC35B4	protein_coding	2722	2816	3707	3896	4250	3386
ENSG00000229177.1	ENSG00000229177	lncRNA	0	0	0	0	0	0
ENSG00000273297.4	ENSG00000273297	lncRNA	11	23	34	27	21	12
ENSG00000085662.14	AKR1B1	protein_coding	5478	5459	7027	6308	6446	2920
ENSG00000198074.10	AKR1B10	protein_coding	1	1	0	0	0	0
ENSG00000227471.9	AKR1B15	protein_coding	9	10	0	0	1	1
ENSG00000172331.12	BPGM	protein_coding	870	995	1246	1085	1838	810
ENSG00000224375.1	ENSG00000224375	lncRNA	0	0	0	0	0	0
ENSG00000230101.5	TUBB3P2	processed_pseudogene	0	0	0	0	0	0
ENSG00000122786.20	CALD1	protein_coding	11041	11212	10951	12527	12794	9806
ENSG00000286458.1	ENSG00000286458	lncRNA	9	4	2	3	1	4
ENSG00000289175.1	ENSG00000289175	lncRNA	4	3	2	1	5	5
ENSG00000146856.14	AGBL3	protein_coding	70	136	184	171	273	161
ENSG00000122783.17	CYREN	protein_coding	1277	1047	1803	1711	1804	1099
ENSG00000223500.1	RNF14P4	processed_pseudogene	0	0	0	0	0	0
ENSG00000146859.6	TMEM140	protein_coding	1	0	1	0	0	0
ENSG00000272941.1	ENSG00000272941	lncRNA	0	0	1	1	0	0
ENSG00000287733.1	ENSG00000287733	lncRNA	3	9	7	10	21	6
ENSG00000105875.15	WDR91	protein_coding	520	497	731	697	824	514
ENSG00000231794.5	ENSG00000231794	lncRNA	0	0	0	0	0	0
ENSG00000277138.1	MIR6509	miRNA	0	0	0	0	0	0
ENSG00000146857.5	STRA8	protein_coding	0	0	0	0	0	0
ENSG00000276067.2	SLC23A4P	transcribed_unprocessed_pseudogene	0	0	0	1	0	0
ENSG00000080802.20	CNOT4	protein_coding	1075	1150	1653	1343	1631	1179
ENSG00000227073.1	SDHDP2	processed_pseudogene	0	0	0	0	1	0
ENSG00000155561.15	NUP205	protein_coding	10521	11964	11260	13143	13270	8868
ENSG00000271414.1	ENSG00000271414	processed_pseudogene	0	0	1	3	0	0
ENSG00000223718.3	ENSG00000223718	processed_pseudogene	1	1	1	1	1	0
ENSG00000243317.8	STMP1	protein_coding	2990	3335	3724	3273	5134	2404
ENSG00000212303.1	RNU6-1154P	snRNA	0	0	0	0	0	0
ENSG00000164707.16	SLC13A4	protein_coding	201	161	44	53	184	105
ENSG00000273219.1	ENSG00000273219	lncRNA	6	6	13	4	11	15
ENSG00000189320.9	FAM180A	protein_coding	0	0	0	0	0	1
ENSG00000224746.2	ENSG00000224746	lncRNA	1	1	0	0	1	0
ENSG00000105887.11	MTPN	protein_coding	7508	8092	9534	11472	15269	10333
ENSG00000199700.1	RNU6-223P	snRNA	0	0	0	0	0	0
ENSG00000289600.1	ENSG00000289600	lncRNA	0	0	0	0	0	0
ENSG00000230649.3	ENSG00000230649	lncRNA	0	0	0	0	0	0
ENSG00000232053.7	ENSG00000232053	lncRNA	0	0	0	0	1	0
ENSG00000206705.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000236503.1	TRPC6P8	processed_pseudogene	0	0	0	0	0	0
ENSG00000226066.1	ZP3P2	processed_pseudogene	0	0	0	0	0	0
ENSG00000234352.9	ENSG00000234352	lncRNA	9	9	9	10	4	7
ENSG00000231244.1	PSMC1P3	processed_pseudogene	0	0	0	0	0	0
ENSG00000181072.12	CHRM2	protein_coding	4	2	5	2	9	4
ENSG00000207597.1	MIR490	miRNA	0	0	0	0	0	0
ENSG00000223657.2	KRT8P51	processed_pseudogene	0	0	0	0	0	0
ENSG00000224469.1	ENSG00000224469	processed_pseudogene	0	0	0	1	0	0
ENSG00000105894.13	PTN	protein_coding	2155	2239	10090	13973	9195	3429
ENSG00000202023.1	SNORD81	snoRNA	0	0	0	0	0	0
ENSG00000231114.1	ENSG00000231114	lncRNA	0	0	0	0	0	0
ENSG00000228031.4	ENSG00000228031	lncRNA	1	0	7	1	2	3
ENSG00000157680.16	DGKI	protein_coding	43	91	785	975	125	71
ENSG00000279483.2	ENSG00000279483	processed_pseudogene	0	0	1	1	1	2
ENSG00000230383.1	RPL6P19	processed_pseudogene	1	10	9	13	12	6
ENSG00000289438.1	ENSG00000289438	lncRNA	1	1	21	12	1	2
ENSG00000182158.16	CREB3L2	protein_coding	2359	2189	3052	2661	3937	3737
ENSG00000237243.1	CREB3L2-AS1	lncRNA	0	0	1	0	0	0
ENSG00000122787.15	AKR1D1	protein_coding	8	5	7	2	1	1
ENSG00000234639.1	ENSG00000234639	processed_pseudogene	0	0	0	0	0	0
ENSG00000231923.1	ENSG00000231923	processed_pseudogene	0	0	0	0	0	0
ENSG00000231931.1	ENSG00000231931	processed_pseudogene	0	0	0	0	0	0
ENSG00000222514.1	RN7SKP223	misc_RNA	0	0	0	0	0	0
ENSG00000233951.3	RCC2P3	processed_pseudogene	0	0	0	0	0	0
ENSG00000284028.1	MIR4468	miRNA	0	0	0	0	0	0
ENSG00000225559.1	ENSG00000225559	lncRNA	2	1	4	0	4	0
ENSG00000252820.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000201465.1	ENSG00000201465	snoRNA	0	0	0	0	0	0
ENSG00000213238.6	ENSG00000213238	processed_pseudogene	0	0	0	0	0	0
ENSG00000213237.4	PTMAP10	processed_pseudogene	3	1	0	1	0	0
ENSG00000214815.2	IMPDH1P3	processed_pseudogene	0	0	0	0	0	0
ENSG00000122779.18	TRIM24	protein_coding	12175	13160	23850	8465	10455	6651
ENSG00000234995.1	RPS3AP28	processed_pseudogene	0	0	0	0	0	0
ENSG00000157703.16	SVOPL	protein_coding	73	78	27	22	21	12
ENSG00000252188.1	ENSG00000252188	snoRNA	0	0	0	0	0	0
ENSG00000234658.1	ENSG00000234658	processed_pseudogene	0	0	0	0	0	0
ENSG00000243099.1	ENSG00000243099	processed_pseudogene	0	0	2	1	1	0
ENSG00000223721.3	UQCRFS1P2	processed_pseudogene	0	0	0	0	0	1
ENSG00000105929.16	ATP6V0A4	protein_coding	56	45	15	0	4	5
ENSG00000214128.11	TMEM213	protein_coding	20	8	0	1	0	0
ENSG00000122778.10	KIAA1549	protein_coding	1422	1478	1960	2376	2390	1866
ENSG00000199646.1	RNU6-1272P	snRNA	0	0	0	4	0	0
ENSG00000146858.8	ZC3HAV1L	protein_coding	187	219	169	206	231	287
ENSG00000105939.14	ZC3HAV1	protein_coding	3930	2882	1046	1591	664	750
ENSG00000229677.1	ENSG00000229677	processed_pseudogene	0	1	1	1	0	0
ENSG00000105948.13	TTC26	protein_coding	398	399	528	566	860	446
ENSG00000239254.1	ENSG00000239254	processed_pseudogene	0	0	0	0	0	0
ENSG00000271537.1	ENSG00000271537	processed_pseudogene	0	0	0	0	0	0
ENSG00000228360.1	ENSG00000228360	processed_pseudogene	0	2	0	1	1	0
ENSG00000271404.1	MZT1P2	processed_pseudogene	1	0	0	0	0	0
ENSG00000157741.15	UBN2	protein_coding	2166	2429	2422	3132	2942	3271
ENSG00000206843.1	RNU6-206P	snRNA	0	0	0	0	0	0
ENSG00000164898.13	FMC1	protein_coding	86	80	190	105	237	93
ENSG00000146963.18	LUC7L2	protein_coding	1117	1217	1822	1538	1998	1342
ENSG00000269955.2	FMC1-LUC7L2	protein_coding	0	0	0	0	0	0
ENSG00000273391.1	ENSG00000273391	lncRNA	40	46	75	68	109	41
ENSG00000252332.1	RNU6-911P	snRNA	0	0	0	0	0	0
ENSG00000188883.5	KLRG2	protein_coding	402	371	107	226	21	23
ENSG00000253183.1	ENSG00000253183	processed_pseudogene	2	1	0	3	1	1
ENSG00000236279.7	CLEC2L	protein_coding	7	9	6	10	13	11
ENSG00000254270.1	ERHP1	processed_pseudogene	5	1	1	0	0	2
ENSG00000064393.16	HIPK2	protein_coding	1667	1608	2402	3977	3923	4852
ENSG00000059377.18	TBXAS1	protein_coding	17	15	51	24	56	38
ENSG00000059378.13	PARP12	protein_coding	357	281	83	31	4	11
ENSG00000006459.11	KDM7A	protein_coding	1284	1834	978	1310	1383	1315
ENSG00000251728.1	Y_RNA	misc_RNA	1	2	0	2	2	1
ENSG00000260231.2	KDM7A-DT	lncRNA	184	154	147	114	163	105
ENSG00000199971.1	RNU6-797P	snRNA	0	0	0	0	0	0
ENSG00000199283.1	RNU1-58P	snRNA	0	0	0	0	0	0
ENSG00000270512.1	ENSG00000270512	processed_pseudogene	0	0	0	0	0	0
ENSG00000241661.1	PPP1R2P6	processed_pseudogene	0	0	0	0	0	0
ENSG00000157800.18	SLC37A3	protein_coding	2486	2843	3105	2925	4305	2736
ENSG00000223113.1	RNA5SP247	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000202472.1	RNA5SP248	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000146955.11	RAB19	protein_coding	207	150	60	27	39	34
ENSG00000103200.6	ENSG00000103200	processed_pseudogene	0	0	0	0	0	0
ENSG00000133606.11	MKRN1	protein_coding	4039	4424	4038	3903	4311	2655
ENSG00000146966.13	DENND2A	protein_coding	562	353	1086	861	2282	1586
ENSG00000201354.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000285904.1	ENSG00000285904	lncRNA	3	0	1	0	15	6
ENSG00000240173.3	RN7SL771P	misc_RNA	1	0	3	0	2	2
ENSG00000133597.11	ADCK2	protein_coding	287	247	246	204	240	148
ENSG00000090266.13	NDUFB2	protein_coding	2028	2323	3905	2769	4000	1732
ENSG00000240889.1	NDUFB2-AS1	lncRNA	22	10	14	10	18	9
ENSG00000157764.14	BRAF	protein_coding	1554	1967	2544	2934	3498	3009
ENSG00000289788.1	ENSG00000289788	lncRNA	0	0	0	0	0	0
ENSG00000271932.1	RNU6-85P	snRNA	0	0	0	0	0	0
ENSG00000271611.1	ENSG00000271611	processed_pseudogene	0	0	0	0	1	0
ENSG00000242703.1	CCT4P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000090263.16	MRPS33	protein_coding	1549	1633	1536	1104	1946	802
ENSG00000223212.1	RNU4-74P	snRNA	0	0	0	0	0	0
ENSG00000261115.7	TMEM178B	protein_coding	1398	1274	1401	3091	1451	1189
ENSG00000261778.1	ENSG00000261778	processed_pseudogene	0	0	0	0	0	0
ENSG00000261624.1	NDUFB10P2	processed_pseudogene	0	0	0	0	0	0
ENSG00000285841.1	ENSG00000285841	lncRNA	0	0	0	0	0	0
ENSG00000204990.3	ENSG00000204990	lncRNA	0	0	0	0	0	0
ENSG00000261629.1	ENSG00000261629	lncRNA	0	0	0	0	0	0
ENSG00000261570.2	AGK-DT	lncRNA	6	8	5	6	13	4
ENSG00000261797.1	ENSG00000261797	lncRNA	0	1	0	0	1	5
ENSG00000006530.18	AGK	protein_coding	1498	1557	1251	1195	2004	1263
ENSG00000244701.1	ENSG00000244701	lncRNA	41	59	77	46	63	57
ENSG00000257093.7	DENND11	protein_coding	2643	2882	3107	3223	3411	2497
ENSG00000270157.1	ENSG00000270157	lncRNA	58	87	99	76	85	90
ENSG00000228775.8	WEE2-AS1	lncRNA	21	13	28	26	27	24
ENSG00000214102.7	WEE2	protein_coding	3	1	2	0	1	0
ENSG00000212153.1	RNU1-82P	snRNA	0	0	0	1	0	0
ENSG00000106028.11	SSBP1	protein_coding	6292	7119	8474	5495	7063	2842
ENSG00000127362.2	TAS2R3	protein_coding	6	13	4	13	8	24
ENSG00000127364.4	TAS2R4	protein_coding	33	77	102	94	70	116
ENSG00000270923.1	TAS2R6P	processed_pseudogene	5	17	23	13	10	22
ENSG00000127366.5	TAS2R5	protein_coding	41	89	79	29	36	63
ENSG00000241926.1	MTCO1P55	processed_pseudogene	0	0	0	0	0	0
ENSG00000224354.2	MTND2P5	processed_pseudogene	0	0	0	0	0	0
ENSG00000239648.1	MTND1P3	processed_pseudogene	0	0	0	0	0	0
ENSG00000240677.1	MYL6P4	processed_pseudogene	1	0	0	0	0	0
ENSG00000165076.14	PRSS37	protein_coding	0	0	0	0	0	0
ENSG00000240031.1	OR9A3P	transcribed_unprocessed_pseudogene	1	2	1	1	0	3
ENSG00000237621.4	OR9A1P	protein_coding	0	2	1	1	0	1
ENSG00000257335.8	MGAM	protein_coding	14	27	35	40	59	80
ENSG00000244292.1	OR9N1P	transcribed_unprocessed_pseudogene	0	1	1	1	1	1
ENSG00000258083.2	OR9A4	protein_coding	0	0	2	1	0	1
ENSG00000258227.7	CLEC5A	protein_coding	0	0	0	0	0	0
ENSG00000257138.1	TAS2R38	protein_coding	1	0	0	1	0	0
ENSG00000257743.9	MGAM2	protein_coding	2	17	10	15	22	60
ENSG00000240268.6	MOXD2P	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000258223.6	PRSS58	protein_coding	0	0	0	0	0	0
ENSG00000186163.9	PRSS59P	transcribed_unitary_pseudogene	0	0	0	0	0	0
ENSG00000241881.1	ENSG00000241881	lncRNA	0	0	0	0	0	0
ENSG00000277083.1	PRSS3P3	transcribed_unitary_pseudogene	0	0	0	0	0	0
ENSG00000242736.1	TRBV1	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000226660.2	TRBV2	TR_V_gene	0	0	0	0	0	0
ENSG00000237702.2	TRBV3-1	TR_V_gene	0	0	0	0	0	0
ENSG00000211710.3	TRBV4-1	TR_V_gene	0	0	0	0	0	0
ENSG00000211734.3	TRBV5-1	TR_V_gene	0	1	0	0	0	0
ENSG00000211706.2	TRBV6-1	TR_V_gene	0	0	0	0	0	0
ENSG00000211707.3	TRBV7-1	TR_V_gene	0	0	0	0	0	0
ENSG00000211745.3	TRBV4-2	TR_V_gene	1	0	0	0	0	0
ENSG00000283063.1	TRBV6-2	TR_V_gene	0	0	0	0	0	0
ENSG00000282939.1	TRBV7-2	TR_V_gene	0	0	0	0	0	0
ENSG00000243889.1	TRBV8-1	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000242771.1	TRBV5-2	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000211713.3	TRBV6-4	TR_V_gene	0	0	0	0	0	0
ENSG00000211714.3	TRBV7-3	TR_V_gene	0	0	0	0	0	0
ENSG00000239944.1	TRBV8-2	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000211715.1	TRBV5-3	TR_V_gene	0	0	0	0	0	0
ENSG00000211716.2	TRBV9	TR_V_gene	0	0	0	0	0	0
ENSG00000211717.3	TRBV10-1	TR_V_gene	0	0	0	0	0	0
ENSG00000211720.3	TRBV11-1	TR_V_gene	0	0	0	0	0	0
ENSG00000244661.1	TRBV12-1	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000229769.2	TRBV10-2	TR_V_gene	0	0	0	0	0	0
ENSG00000241657.1	TRBV11-2	lncRNA	0	0	0	0	0	0
ENSG00000211739.4	TRBV12-2	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000211721.2	TRBV6-5	TR_V_gene	0	0	0	0	0	0
ENSG00000253409.1	TRBV7-4	TR_V_gene	0	0	0	0	0	0
ENSG00000230099.2	TRBV5-4	TR_V_gene	0	0	0	0	0	0
ENSG00000211724.3	TRBV6-6	TR_V_gene	0	0	0	0	0	0
ENSG00000227550.2	TRBV7-5	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000211725.3	TRBV5-5	TR_V_gene	0	0	0	0	0	0
ENSG00000253188.1	TRBV6-7	TR_V_gene	0	0	0	0	0	0
ENSG00000211727.3	TRBV7-6	TR_V_gene	0	0	0	0	0	0
ENSG00000211728.2	TRBV5-6	TR_V_gene	0	0	0	0	0	0
ENSG00000253534.1	TRBV6-8	TR_V_gene	0	0	0	0	0	0
ENSG00000253291.1	TRBV7-7	TR_V_gene	0	0	0	0	0	0
ENSG00000211731.1	TRBV5-7	TR_V_gene	0	0	0	0	0	0
ENSG00000278030.1	TRBV7-9	TR_V_gene	0	0	0	0	0	0
ENSG00000276405.1	TRBV13	TR_V_gene	0	0	0	0	0	0
ENSG00000275791.1	TRBV10-3	TR_V_gene	0	0	0	0	0	0
ENSG00000276597.1	TRBV11-3	TR_V_gene	0	0	0	0	0	0
ENSG00000274752.1	TRBV12-3	TR_V_gene	0	0	0	0	0	0
ENSG00000276953.1	TRBV12-4	TR_V_gene	0	0	0	0	0	0
ENSG00000275158.1	TRBV12-5	TR_V_gene	0	0	0	0	0	0
ENSG00000275743.1	TRBV14	TR_V_gene	0	0	0	0	0	0
ENSG00000276819.1	TRBV15	TR_V_gene	0	0	0	0	0	0
ENSG00000275243.1	TRBV16	TR_V_gene	0	0	0	0	0	0
ENSG00000277880.1	TRBV17	TR_V_gene	0	0	0	0	0	0
ENSG00000276557.1	TRBV18	TR_V_gene	0	0	0	0	0	0
ENSG00000211746.3	TRBV19	TR_V_gene	0	0	0	0	0	0
ENSG00000211747.3	TRBV20-1	TR_V_gene	1	2	0	1	0	1
ENSG00000251578.1	TRBV21-1	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000240578.1	TRBV22-1	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000211749.1	TRBV23-1	TR_V_gene	0	0	0	0	0	0
ENSG00000211750.2	TRBV24-1	TR_V_gene	0	0	0	0	0	0
ENSG00000282499.1	TRBV25-1	TR_V_gene	0	0	0	0	0	0
ENSG00000239992.1	TRBVA	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000249912.1	TRBV26	TR_V_pseudogene	0	0	0	0	0	0
ENSG00000241911.1	TRBVB	TR_V_pseudogene	4	7	0	1	0	0
ENSG00000211752.3	TRBV27	TR_V_gene	10	16	0	0	0	0
ENSG00000288882.2	ENSG00000288882	lncRNA	34	64	1	0	0	0
ENSG00000211753.4	TRBV28	TR_V_gene	0	0	0	0	0	0
ENSG00000244273.1	PGBD4P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000286831.1	ENSG00000286831	lncRNA	0	0	0	0	0	0
ENSG00000232869.2	TRBV29-1	TR_V_gene	0	0	0	0	0	0
ENSG00000204983.15	PRSS1	protein_coding	0	0	0	0	0	0
ENSG00000275896.7	PRSS2	protein_coding	2	0	0	0	2	0
ENSG00000250591.3	PRSS3P1	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000243661.1	WBP1LP1	processed_pseudogene	0	0	0	0	0	1
ENSG00000282431.1	TRBD1	TR_D_gene	0	0	0	0	0	0
ENSG00000282320.1	TRBJ1-1	TR_J_gene	0	0	0	0	0	0
ENSG00000282420.1	TRBJ1-2	TR_J_gene	0	0	0	0	0	0
ENSG00000282133.1	TRBJ1-3	TR_J_gene	0	0	0	0	0	0
ENSG00000281958.1	TRBJ1-4	TR_J_gene	0	0	0	0	0	0
ENSG00000282173.1	TRBJ1-5	TR_J_gene	0	0	0	0	0	0
ENSG00000282780.1	TRBJ1-6	TR_J_gene	0	0	0	0	0	1
ENSG00000211751.9	TRBC1	TR_C_gene	6	6	0	0	0	0
ENSG00000289416.1	ENSG00000289416	lncRNA	0	0	0	0	0	0
ENSG00000211764.1	TRBJ2-1	TR_J_gene	1	0	0	0	0	0
ENSG00000211765.1	TRBJ2-2	TR_J_gene	6	1	0	0	0	0
ENSG00000211766.1	TRBJ2-2P	TR_J_gene	0	2	0	0	0	0
ENSG00000211767.1	TRBJ2-3	TR_J_gene	4	5	2	0	0	0
ENSG00000211768.1	TRBJ2-4	TR_J_gene	2	0	0	0	0	0
ENSG00000211769.1	TRBJ2-5	TR_J_gene	0	1	0	0	0	0
ENSG00000211770.1	TRBJ2-6	TR_J_gene	2	1	0	0	0	0
ENSG00000211771.1	TRBJ2-7	TR_J_gene	1	1	0	0	0	0
ENSG00000290099.1	ENSG00000290099	lncRNA	0	0	0	0	0	0
ENSG00000211772.11	TRBC2	TR_C_gene	777	678	25	0	4	4
ENSG00000237254.2	TRBV30	TR_V_gene	2	0	1	0	0	0
ENSG00000289938.1	ENSG00000289938	lncRNA	2	1	0	0	0	0
ENSG00000106123.12	EPHB6	protein_coding	665	642	393	179	408	223
ENSG00000165125.22	TRPV6	protein_coding	27	18	8	6	6	13
ENSG00000224970.2	ENSG00000224970	lncRNA	0	0	0	0	0	0
ENSG00000286569.1	ENSG00000286569	lncRNA	0	0	0	0	0	1
ENSG00000127412.7	TRPV5	protein_coding	1	4	0	4	2	3
ENSG00000165131.8	LLCFC1	protein_coding	0	0	0	0	0	0
